YEAR,STATE,REGION,PRCP Apr,PRCP Aug,PRCP Dec,PRCP Feb,PRCP Jan,PRCP Jul,PRCP Jun,PRCP Mar,PRCP May,PRCP Nov,PRCP Oct,PRCP Sep,SNOW Apr,SNOW Aug,SNOW Dec,SNOW Feb,SNOW Jan,SNOW Jul,SNOW Jun,SNOW Mar,SNOW May,SNOW Nov,SNOW Oct,SNOW Sep,SNWD Apr,SNWD Aug,SNWD Dec,SNWD Feb,SNWD Jan,SNWD Jul,SNWD Jun,SNWD Mar,SNWD May,SNWD Nov,SNWD Oct,SNWD Sep,TAVG Apr,TAVG Aug,TAVG Dec,TAVG Feb,TAVG Jan,TAVG Jul,TAVG Jun,TAVG Mar,TAVG May,TAVG Nov,TAVG Oct,TAVG Sep,TMAX Apr,TMAX Aug,TMAX Dec,TMAX Feb,TMAX Jan,TMAX Jul,TMAX Jun,TMAX Mar,TMAX May,TMAX Nov,TMAX Oct,TMAX Sep,TMIN Apr,TMIN Aug,TMIN Dec,TMIN Feb,TMIN Jan,TMIN Jul,TMIN Jun,TMIN Mar,TMIN May,TMIN Nov,TMIN Oct,TMIN Sep,COMMODITY,ACRES HARVESTED,ACRES PLANTED,YIELD
2018,SOUTH CAROLINA,SOUTH,0.15260347129506008,0.16597131681877444,0.2811125485122898,0.09770444763271162,0.10275689223057644,0.1993455497382199,0.12292225201072386,0.11483870967741935,0.19767141009055628,0.21224209078404402,0.16988110964332892,0.21248285322359398,0.2162883845126836,0.21825293350717082,0.22626131953428202,0.21692969870875178,0.25150375939849623,0.21387434554973822,0.21715817694369974,0.2,0.2165588615782665,0.22283356258596973,0.22113606340819023,0.2167352537722908,0.38210947930574096,0.38722294654498046,0.38150064683053037,0.38522238163558103,0.45551378446115287,0.38390052356020943,0.38485254691689014,0.356,0.38499353169469597,0.39449793672627237,0.3907529722589168,0.38463648834019204,58.618624833110815,78.4322033898305,47.80323415265201,55.62697274031564,39.70363408521303,78.71341623036649,78.69289544235924,50.678838709677414,72.49172056921087,50.37022008253095,65.80158520475563,78.03737997256516,72.10493991989318,88.50925684485007,57.81332470892626,66.274175035868,52.291102756892236,88.59240837696336,89.60308310991957,62.89858064516129,83.18861578266494,60.78830811554333,76.79815059445178,87.61632373113855,45.13230974632844,68.35514993481095,37.793143596377746,44.979770444763275,27.116165413533835,68.83442408376963,67.78270777479894,38.45909677419355,61.79482535575679,39.95213204951857,54.805019815059445,68.45843621399176,WHEAT,65000.0,80000.0,54.0
2010,TEXAS,SOUTH,0.10855745721271393,0.03851508120649652,0.015536277602523659,0.10392670157068062,0.07167584579071598,0.20984615384615385,0.1068362480127186,0.05922712933753943,0.06774441878367975,0.038204081632653056,0.040122982321291314,0.15667726550079492,0.0,0.0,0.008359621451104101,0.12164048865619546,0.05192761605035405,0.0,0.0,0.02365930599369085,0.0,0.008816326530612246,0.0,0.0,0.0,0.0,0.009936908517350157,0.1898778359511344,0.11337529504327301,0.0,0.0,0.018296529968454257,0.0,0.0042448979591836735,0.0,0.0,64.61210268948655,83.61755607115236,49.26857255520505,43.549956369982546,44.80731707317073,80.74023076923078,81.97317170111288,54.57933753943218,73.05927636643572,56.31138775510204,66.86721752498079,77.45616057233704,77.06748166259169,95.98731631863883,62.87216088328075,53.63307155322862,56.99472856018883,90.10553846153846,93.31160572337043,68.04408517350157,84.95558121632025,70.65208163265306,81.4292851652575,88.99968203497616,52.15672371638142,71.24779582366588,35.66498422712934,33.466841186736474,32.61990558615264,71.37492307692307,70.63473767885533,41.11458990536278,61.16297151655119,41.97069387755102,52.30514988470407,65.91263910969793,WHEAT,3750000.0,5700000.0,33.0
2017,SOUTH CAROLINA,SOUTH,0.21270270270270272,0.12223618090452261,0.1162907268170426,0.05145772594752186,0.1581913499344692,0.1758974358974359,0.15542691751085386,0.09209115281501341,0.18239895697522818,0.03381389252948886,0.1251908396946565,0.16605981794538363,0.023513513513513513,0.023366834170854268,0.03370927318295739,0.02448979591836735,0.04062909567496723,0.023846153846153843,0.02604920405209841,0.03485254691689008,0.02346805736636245,0.02280471821756225,0.023664122137404577,0.02340702210663199,0.03135135135135136,0.031155778894472363,0.041353383458646614,0.0326530612244898,0.0744429882044561,0.031794871794871796,0.03473227206946455,0.0386058981233244,0.03129074315514994,0.030406290956749675,0.03155216284987277,0.031209362808842653,65.85547297297298,78.20094221105528,47.03295739348371,53.59672011661807,49.599606815203146,80.26262820512821,76.12807525325616,54.06829758713136,70.45899608865712,53.671035386631715,64.62010178117049,72.78576072821846,77.75527027027027,87.86130653266332,57.617293233082705,67.93615160349854,60.43119266055046,90.49833333333333,85.96468885672938,68.30549597855229,82.029074315515,66.30511140235912,76.4678117048346,83.88660598179455,53.95567567567567,68.54057788944723,36.44862155388471,39.25728862973761,38.76802096985583,70.02692307692308,66.29146164978293,39.83109919571046,58.88891786179922,41.03695937090433,52.772391857506356,61.68491547464239,SOYBEANS,390000.0,400000.0,38.0
2022,GEORGIA,SOUTH,0.11604278074866309,0.17274305555555555,0.15955631399317405,0.1765267175572519,0.13577661431064572,0.18344947735191638,0.06732851985559567,0.17045454545454544,0.17056798623063682,0.16854130052724078,0.05530821917808219,0.13992869875222816,0.0,0.0,0.00017064846416382253,0.0,0.09005235602094241,0.0,0.0,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0053475935828877,0.004861111111111111,0.005119453924914676,0.005152671755725191,0.1275741710296684,0.0054006968641114985,0.005234657039711192,0.008216783216783216,0.005335628227194493,0.005096660808435853,0.005308219178082192,0.005169340463458111,59.113190730837786,76.78697916666667,44.43455631399318,48.582156488549614,41.44589877835951,78.77717770034843,76.76606498194946,54.34003496503497,69.8867469879518,53.63391915641476,58.55282534246575,70.57504456327986,72.63654188948307,85.73263888888889,54.04317406143345,61.09408396946565,52.688132635253055,88.15365853658535,88.18862815884476,67.42727272727274,81.3788296041308,64.84727592267136,72.2722602739726,81.51693404634581,45.58983957219252,67.84131944444444,34.8259385665529,36.070229007633586,30.20366492146597,69.4006968641115,65.34350180505416,41.2527972027972,58.39466437177281,42.42056239015817,44.833390410958906,59.633155080213896,SOYBEANS,158000.0,165000.0,41.0
2009,INDIANA,MIDWEST,0.1850687622789784,0.12485768500948766,0.10645161290322581,0.09831932773109243,0.03263757115749526,0.12087286527514232,0.14459724950884084,0.12319391634980988,0.17210626185958255,0.052941176470588235,0.20417457305502845,0.05823529411764706,0.018664047151277015,0.0,0.2094876660341556,0.1573529411764706,0.4294117647058824,0.0,0.0,0.00019011406844106465,0.0,0.0,0.0,0.0,0.01768172888015717,0.0,0.4713472485768501,1.150420168067227,2.233965844402277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.32612966601179,69.98728652751424,29.432447817836813,30.5077731092437,19.908538899430738,68.77988614800759,71.36345776031435,43.1403041825095,61.43643263757116,45.713725490196076,49.92703984819734,65.09735294117647,60.713359528487224,80.62087286527513,36.282732447817835,40.6983193277311,28.08462998102467,78.44592030360532,81.3811394891945,54.386882129277566,72.59354838709677,55.22549019607843,58.95825426944972,75.41313725490195,39.93889980353635,59.353700189753326,22.582163187855787,20.317226890756302,11.732447817836812,59.11385199240987,61.345776031434184,31.893726235741443,50.27931688804554,36.20196078431373,40.89582542694497,54.78156862745098,WHEAT,450000.0,470000.0,67.0
2016,MISSISSIPPI,SOUTH,0.2186666666666667,0.1335483870967742,0.12129032258064516,0.1793103448275862,0.09161290322580645,0.16580645161290322,0.07066666666666667,0.46903225806451615,0.1567741935483871,0.10266666666666667,0.050967741935483875,0.025333333333333333,0.0,0.0,0.0,0.0,0.01741935483870968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.25666666666666,81.7516129032258,45.36741935483871,47.485517241379306,40.29354838709678,82.4958064516129,79.94333333333333,57.74,68.96612903225807,56.508,68.70096774193549,78.33,75.43333333333334,90.7483870967742,55.91096774193549,58.62758620689655,50.65806451612903,92.08967741935484,90.37599999999999,69.46451612903226,80.00645161290322,70.16533333333332,83.07096774193549,90.78666666666666,53.08,72.75483870967741,34.82387096774193,36.34344827586207,29.929032258064517,72.90193548387096,69.51066666666667,46.01548387096774,57.92580645161291,42.85066666666667,54.33096774193548,65.87333333333333,RICE,194000.0,195000.0,7180.0
2012,SOUTH CAROLINA,SOUTH,0.09367088607594935,0.23596730245231606,0.1502724795640327,0.0781021897810219,0.08076398362892225,0.1949591280653951,0.14817927170868347,0.11755829903978053,0.1733695652173913,0.04802816901408451,0.058288043478260866,0.08563049853372434,0.08016877637130802,0.07942779291553133,0.08024523160762942,0.08043795620437956,0.07462482946793998,0.08024523160762942,0.07983193277310924,0.08065843621399177,0.07921195652173912,0.07492957746478873,0.08002717391304348,0.08357771260997067,0.08438818565400844,0.08337874659400546,0.08446866485013624,0.08467153284671533,0.07694406548431106,0.08446866485013624,0.08403361344537816,0.08477366255144034,0.08315217391304348,0.07746478873239436,0.08423913043478261,0.08797653958944282,62.96765119549929,77.45735694822888,50.190599455040875,48.777007299270075,46.622783083219645,82.549931880109,74.1874649859944,62.07393689986283,72.17404891304348,49.47323943661972,62.73620923913043,72.92038123167156,75.94402250351617,86.70217983651226,60.8,61.50642335766423,58.94474761255116,93.69427792915532,85.65028011204483,74.95679012345678,83.16711956521739,62.68408450704225,74.27866847826087,83.94926686217009,49.99127988748242,68.2125340599455,39.58119891008174,36.04759124087591,34.30081855388813,71.40558583106267,62.72464985994398,49.19108367626887,61.18097826086956,36.262394366197185,51.19375,61.89149560117302,WHEAT,220000.0,235000.0,53.0
2022,MISSOURI,MIDWEST,0.14280601288475303,0.11947261663286003,0.06057624736472242,0.08321513002364066,0.044475524475524476,0.1470748299319728,0.1127719298245614,0.14283717679944097,0.19487004103967168,0.10442857142857143,0.08369565217391305,0.060126138752627886,0.014531138153185397,0.0,0.0359803232607168,0.2684791174152876,0.21223776223776225,0.012653061224489797,0.014736842105263158,0.11495457721872816,0.014842681258549933,0.048214285714285716,0.01440217391304348,0.016818500350385426,0.03221188260558339,0.0,0.1247364722417428,0.9506698187549252,0.6616783216783217,0.04217687074829932,0.05052631578947368,0.20489168413696715,0.04028727770177838,0.06107142857142857,0.0453125,0.050455501051156273,51.265032211882605,75.72937795807978,31.741883345045675,31.31414499605989,27.28325174825175,78.31884353741496,74.52031578947368,44.49577218728162,65.10256497948016,43.61214285714286,55.0702785326087,68.54050455501051,62.67587687902648,86.53867478025693,40.734574841883344,43.82237982663514,38.45006993006993,89.25,85.51564912280702,56.6288609364081,75.08885088919288,55.342642857142856,69.34979619565217,80.98402242466713,39.85418754473873,64.92008113590263,22.74919184820801,18.805910165484633,16.116433566433567,67.38768707482993,63.52498245614036,32.36268343815514,55.116279069767444,31.88164285714286,40.79076086956522,56.09698668535388,RICE,149000.0,155000.0,7940.0
2021,MARYLAND,SOUTH,0.09149797570850203,0.19213483146067417,0.037867647058823534,0.11869565217391305,0.042801556420233464,0.11641221374045801,0.11687242798353908,0.10313725490196078,0.12377358490566037,0.024806201550387597,0.12037735849056605,0.27297297297297296,0.009716599190283401,0.0,0.006985294117647058,0.6673913043478261,0.14396887159533073,0.0,0.0,0.0,0.0,0.02054263565891473,0.0,0.0,0.012145748987854251,0.0,0.007352941176470588,3.796521739130435,0.403112840466926,0.0,0.0,0.03725490196078431,0.0,0.017054263565891473,0.0,0.0,52.93178137651822,75.29194756554307,40.917463235294115,31.07608695652174,33.46342412451362,75.25190839694656,70.71131687242797,45.322156862745096,60.00150943396226,42.60193798449612,60.67037735849056,67.58552123552124,64.20445344129554,84.23632958801498,49.97867647058824,37.95217391304348,40.507782101167315,85.27099236641222,80.66954732510288,56.780392156862746,71.29433962264152,52.325581395348834,69.20830188679246,77.16177606177607,41.659109311740885,66.34756554307116,31.85625,24.2,26.419066147859922,65.23282442748092,60.75308641975309,33.86392156862745,48.708679245283015,32.878294573643416,52.13245283018868,58.00926640926641,SOYBEANS,485000.0,490000.0,53.0
2018,WYOMING,WEST,0.03697478991596639,0.02,0.02,0.020952380952380955,0.025,0.01935483870967742,0.030000000000000002,0.04297520661157025,0.07304347826086957,0.03,0.03870967741935484,0.0020000000000000005,0.07563025210084033,0.0,0.29419354838709677,0.2523809523809524,0.21785714285714286,0.0,0.0,0.20826446280991734,0.02608695652173913,0.28733333333333333,0.06451612903225806,0.0,1.8067226890756303,0.0,5.2387096774193544,3.8857142857142857,4.095238095238095,0.0,0.0,5.904958677685951,0.017391304347826087,1.1026666666666667,0.06451612903225806,0.0,41.15966386554622,63.31741935483871,20.26516129032258,22.752380952380953,25.595238095238095,67.8024193548387,59.08888888888889,32.925619834710744,53.40913043478261,28.57,42.065161290322585,57.27533333333333,54.81512605042017,81.43225806451613,32.47741935483871,34.99047619047619,37.70238095238095,84.95161290322581,76.27777777777777,45.6198347107438,67.5504347826087,41.36,56.33677419354839,77.19466666666668,27.50420168067227,45.20258064516129,8.052903225806451,10.514285714285714,13.488095238095237,50.653225806451616,41.9,20.231404958677686,39.267826086956525,15.78,27.793548387096774,37.355999999999995,WHEAT,115000.0,130000.0,34.0
2009,NORTH DAKOTA,MIDWEST,0.040449438202247195,0.05741935483870968,0.03513513513513514,0.03333333333333333,0.014516129032258065,0.05870967741935484,0.11833333333333333,0.09130434782608696,0.07419354838709678,0.0022222222222222222,0.08972972972972974,0.07466666666666667,0.1157303370786517,0.0,0.5194594594594595,0.21964285714285714,0.23225806451612904,0.0,0.0,0.3717391304347826,0.0,0.015555555555555555,0.10972972972972973,0.0,1.9207865168539324,0.0,4.175675675675675,10.323809523809524,13.470430107526882,0.0,0.0,7.735869565217392,0.0,0.011111111111111112,0.07027027027027027,0.0,38.736516853932585,64.62516129032258,7.084594594594595,8.818452380952381,0.07983870967741936,64.93483870967742,61.48527777777778,17.879347826086956,51.153225806451616,35.71944444444444,38.682972972972976,63.22666666666667,47.66179775280899,76.57741935483871,14.672432432432434,18.386904761904763,11.003763440860215,76.54838709677419,72.96333333333334,27.093478260869563,61.924731182795696,47.19444444444444,45.442162162162155,75.82666666666667,29.811235955056176,52.67290322580645,-0.5032432432432432,-0.75,-10.844086021505376,53.32129032258064,50.00722222222222,8.665217391304349,40.38172043010753,24.244444444444444,31.923783783783783,50.626666666666665,SOYBEANS,3870000.0,3900000.0,30.0
